geneSymbol	diseaseName
PARP1	Lymphoma, Non-Hodgkin, Familial
PARP1	Carcinoma, Ovarian Epithelial
PARP1	Malignant neoplasm of colon and/or rectum
PARP1	Triple-Negative Breast Carcinoma
PARP1	metastatic intraocular melanoma
PARP1	High-Risk Neuroblastoma
PARP1	HER2-negative breast cancer
PARP4	Malignant neoplasm of breast
PARP4	Malignant tumor of colon
PARP4	Malignant neoplasm of thyroid
PARP4	leukemia
PARP4	Thyroid Neoplasm
PARP4	Pancreatic carcinoma
PARP4	Squamous cell carcinoma of esophagus
PARP4	Malignant neoplasm of pancreas
PARP4	Thyroid carcinoma
PARP4	Breast Carcinoma
PARP4	Childhood Leukemia
PARP4	Hereditary Malignant Neoplasm
ADRA1D	Malignant neoplasm of breast
ADRA1D	Malignant neoplasm of stomach
ADRA1D	melanoma
ADRA1D	Malignant neoplasm of prostate
ADRA1D	Prostate carcinoma
ADRA1D	Epithelial ovarian cancer
ADRA1D	Breast Carcinoma
ADRA1D	Stomach Carcinoma
ADRA1D	Stage IV Esophageal Squamous Cell Carcinoma
ADRA1D	Carcinoma, Ovarian Epithelial
ADRA1B	Colorectal Carcinoma
ADRA1B	Malignant neoplasm of stomach
ADRA1B	Stomach Carcinoma
ADRA1B	Liver carcinoma
ADRA1B	Malignant neoplasm of colon and/or rectum
ADRA1A	Malignant neoplasm of breast
ADRA1A	Malignant tumor of colon
ADRA1A	Malignant neoplasm of endometrium
ADRA1A	Malignant neoplasm of skin
ADRA1A	Non-Small Cell Lung Carcinoma
ADRA1A	Colorectal Carcinoma
ADRA1A	Conn Adenoma
ADRA1A	Glioblastoma
ADRA1A	Glioma
ADRA1A	leukemia
ADRA1A	Chronic Lymphocytic Leukemia
ADRA1A	Acute Erythroblastic Leukemia
ADRA1A	Acute lymphocytic leukemia
ADRA1A	Childhood Acute Lymphoblastic Leukemia
ADRA1A	Leukemia, Myelocytic, Acute
ADRA1A	Leukemia, T-Cell
ADRA1A	Adult T-Cell Lymphoma/Leukemia
ADRA1A	Malignant neoplasm of stomach
ADRA1A	Medulloblastoma
ADRA1A	melanoma
ADRA1A	Mesothelioma
ADRA1A	Multiple Myeloma
ADRA1A	Pseudomyxoma Peritonei
ADRA1A	Retinoblastoma
ADRA1A	Kaposi Sarcoma
ADRA1A	Thyroid Neoplasm
ADRA1A	Thyroid Nodule
ADRA1A	Squamous cell carcinoma of lung
ADRA1A	Adenocarcinoma of lung (disorder)
ADRA1A	Secondary malignant neoplasm of bone
ADRA1A	Uveal melanoma
ADRA1A	Pancreatic carcinoma
ADRA1A	Papillary thyroid carcinoma
ADRA1A	Malignant neoplasm of lung
ADRA1A	Childhood Medulloblastoma
ADRA1A	Adult Medulloblastoma
ADRA1A	Adult Glioblastoma
ADRA1A	Conventional (Clear Cell) Renal Cell Carcinoma
ADRA1A	Childhood Glioblastoma
ADRA1A	Adenocarcinoma of colon
ADRA1A	Malignant neoplasm of pancreas
ADRA1A	Malignant neoplasm of prostate
ADRA1A	Enteropathy-Associated T-Cell Lymphoma
ADRA1A	Endometrial Carcinoma
ADRA1A	Squamous cell carcinoma of skin
ADRA1A	Leukemogenesis
ADRA1A	Prostate carcinoma
ADRA1A	Epithelial ovarian cancer
ADRA1A	Breast Carcinoma
ADRA1A	Carcinoma of lung
ADRA1A	Secondary malignant neoplasm of lymph node
ADRA1A	Colon Carcinoma
ADRA1A	Stomach Carcinoma
ADRA1A	Adult Acute Lymphocytic Leukemia
ADRA1A	ovarian neoplasm
ADRA1A	Blastoma
ADRA1A	Malignant neoplasm of ovary
ADRA1A	Squamous cell carcinoma of the head and neck
ADRA1A	Primary Effusion Lymphoma
ADRA1A	Primary malignant neoplasm of lung
ADRA1A	Hormone refractory prostate cancer
ADRA1A	Atypical Ductal Breast Hyperplasia
ADRA1A	Childhood Leukemia
ADRA1A	Meningeal melanoma
ADRA1A	Pancreatic Ductal Adenocarcinoma
ADRA1A	Differentiated Thyroid Gland Carcinoma
ADRA1A	Paget Disease
ADRA1A	Angiogenic Switch
ADRA1A	Glioblastoma Multiforme
ADRA1A	Precursor Cell Lymphoblastic Leukemia Lymphoma
ADRA1A	Liver carcinoma
ADRA1A	Adult Erythroleukemia
ADRA1A	Triple Negative Breast Neoplasms
ADRA1A	Erythroleukemia (Erythroid/Myeloid)
ADRA1A	Intestinal T-Cell Lymphoma
ADRA1A	Carcinoma, Ovarian Epithelial
ADRA1A	Carcinoma, Basal Cell
ADRA1A	Malignant neoplasm of colon and/or rectum
ADRA1A	Triple-Negative Breast Carcinoma
ADRA2A	Malignant neoplasm of breast
ADRA2A	Neuroblastoma
ADRA2A	Malignant neoplasm of gallbladder
ADRA2A	Gallbladder Carcinoma
ADRA2A	Breast Carcinoma
ADRA2A	Central neuroblastoma
ADRA2A	Liver carcinoma
ADRA2A	Childhood Neuroblastoma
ADRA2A	Stage 0 Gallbladder Cancer AJCC v8
ADRA2A	Stage IIA Gallbladder Cancer AJCC v8
ADRA2A	Stage IIB Gallbladder Cancer AJCC v8
ADRA2A	Stage III Gallbladder Cancer AJCC v8
ADRA2A	Stage IV Gallbladder Cancer AJCC v8
ADRA2B	Malignant neoplasm of breast
ADRA2B	Malignant tumor of colon
ADRA2B	Malignant neoplasm of endometrium
ADRA2B	Malignant neoplasm of skin
ADRA2B	Non-Small Cell Lung Carcinoma
ADRA2B	Colorectal Carcinoma
ADRA2B	Conn Adenoma
ADRA2B	Glioblastoma
ADRA2B	Glioma
ADRA2B	leukemia
ADRA2B	Chronic Lymphocytic Leukemia
ADRA2B	Acute Erythroblastic Leukemia
ADRA2B	Acute lymphocytic leukemia
ADRA2B	Childhood Acute Lymphoblastic Leukemia
ADRA2B	Leukemia, Myelocytic, Acute
ADRA2B	Leukemia, T-Cell
ADRA2B	Adult T-Cell Lymphoma/Leukemia
ADRA2B	Malignant neoplasm of stomach
ADRA2B	Medulloblastoma
ADRA2B	melanoma
ADRA2B	Mesothelioma
ADRA2B	Multiple Myeloma
ADRA2B	Pseudomyxoma Peritonei
ADRA2B	Retinoblastoma
ADRA2B	Kaposi Sarcoma
ADRA2B	Thyroid Neoplasm
ADRA2B	Thyroid Nodule
ADRA2B	Squamous cell carcinoma of lung
ADRA2B	Adenocarcinoma of lung (disorder)
ADRA2B	Secondary malignant neoplasm of bone
ADRA2B	Uveal melanoma
ADRA2B	Pancreatic carcinoma
ADRA2B	Papillary thyroid carcinoma
ADRA2B	Malignant neoplasm of lung
ADRA2B	Childhood Medulloblastoma
ADRA2B	Adult Medulloblastoma
ADRA2B	Adult Glioblastoma
ADRA2B	Conventional (Clear Cell) Renal Cell Carcinoma
ADRA2B	Childhood Glioblastoma
ADRA2B	Adenocarcinoma of colon
ADRA2B	Malignant neoplasm of pancreas
ADRA2B	Malignant neoplasm of prostate
ADRA2B	Enteropathy-Associated T-Cell Lymphoma
ADRA2B	Endometrial Carcinoma
ADRA2B	Squamous cell carcinoma of skin
ADRA2B	Leukemogenesis
ADRA2B	Prostate carcinoma
ADRA2B	Epithelial ovarian cancer
ADRA2B	Breast Carcinoma
ADRA2B	Carcinoma of lung
ADRA2B	Colon Carcinoma
ADRA2B	Stomach Carcinoma
ADRA2B	Adult Acute Lymphocytic Leukemia
ADRA2B	ovarian neoplasm
ADRA2B	Blastoma
ADRA2B	Malignant neoplasm of ovary
ADRA2B	Squamous cell carcinoma of the head and neck
ADRA2B	Primary Effusion Lymphoma
ADRA2B	Primary malignant neoplasm of lung
ADRA2B	Hormone refractory prostate cancer
ADRA2B	Atypical Ductal Breast Hyperplasia
ADRA2B	Childhood Leukemia
ADRA2B	Meningeal melanoma
ADRA2B	Pancreatic Ductal Adenocarcinoma
ADRA2B	Differentiated Thyroid Gland Carcinoma
ADRA2B	Paget Disease
ADRA2B	Angiogenic Switch
ADRA2B	Glioblastoma Multiforme
ADRA2B	Precursor Cell Lymphoblastic Leukemia Lymphoma
ADRA2B	Liver carcinoma
ADRA2B	Adult Erythroleukemia
ADRA2B	Triple Negative Breast Neoplasms
ADRA2B	Erythroleukemia (Erythroid/Myeloid)
ADRA2B	Intestinal T-Cell Lymphoma
ADRA2B	Carcinoma, Ovarian Epithelial
ADRA2B	Carcinoma, Basal Cell
ADRA2B	Malignant neoplasm of colon and/or rectum
ADRA2B	Triple-Negative Breast Carcinoma
ADRA2C	Malignant neoplasm of breast
ADRA2C	Breast Carcinoma
ADRB1	Malignant neoplasm of breast
ADRB1	Ganglioneuroma
ADRB1	Hemangiosarcoma
ADRB1	Malignant neoplasm of stomach
ADRB1	Adenocarcinoma of lung (disorder)
ADRB1	Strawberry nevus of skin
ADRB1	Adult Angiosarcoma
ADRB1	Childhood Angiosarcoma
ADRB1	Breast Carcinoma
ADRB1	Secondary malignant neoplasm of lymph node
ADRB1	Cancer cachexia
ADRB1	Hereditary Diffuse Gastric Cancer
ADRB1	Infantile hemangioma
ADRB2	Astrocytoma
ADRB2	Malignant neoplasm of breast
ADRB2	Squamous cell carcinoma
ADRB2	Colorectal Carcinoma
ADRB2	Ganglioneuroma
ADRB2	Glioma
ADRB2	Hemangiosarcoma
ADRB2	Chronic Lymphocytic Leukemia
ADRB2	Acute lymphocytic leukemia
ADRB2	Childhood Acute Lymphoblastic Leukemia
ADRB2	Malignant neoplasm of stomach
ADRB2	melanoma
ADRB2	Neuroblastoma
ADRB2	Melanocytic nevus
ADRB2	Osteosarcoma
ADRB2	Thymoma
ADRB2	Thyroid Gland Follicular Adenoma
ADRB2	Cutaneous Melanoma
ADRB2	Adenocarcinoma of lung (disorder)
ADRB2	Strawberry nevus of skin
ADRB2	Hemangioblastoma
ADRB2	Pancreatic carcinoma
ADRB2	Malignant neoplasm of lung
ADRB2	Carcinoma breast stage IV
ADRB2	Adult Angiosarcoma
ADRB2	Gastric Adenocarcinoma
ADRB2	Adenocarcinoma Of Esophagus
ADRB2	Childhood Angiosarcoma
ADRB2	Multiple polyps
ADRB2	Pleomorphic carcinoma
ADRB2	Malignant neoplasm of pancreas
ADRB2	Malignant neoplasm of prostate
ADRB2	Osteosarcoma of bone
ADRB2	Prostate carcinoma
ADRB2	Breast Carcinoma
ADRB2	Carcinoma of lung
ADRB2	Secondary malignant neoplasm of lymph node
ADRB2	Stomach Carcinoma
ADRB2	Central neuroblastoma
ADRB2	Adult Acute Lymphocytic Leukemia
ADRB2	ovarian neoplasm
ADRB2	Metastatic Prostate Carcinoma
ADRB2	Malignant neoplasm of ovary
ADRB2	Metastasis from malignant tumor of prostate
ADRB2	Primary malignant neoplasm of lung
ADRB2	Hormone refractory prostate cancer
ADRB2	Childhood Osteosarcoma
ADRB2	Pancreatic Ductal Adenocarcinoma
ADRB2	Angiogenic Switch
ADRB2	Primary peritoneal carcinoma
ADRB2	Hereditary Diffuse Gastric Cancer
ADRB2	HER2-positive carcinoma of breast
ADRB2	Precursor Cell Lymphoblastic Leukemia Lymphoma
ADRB2	Liver carcinoma
ADRB2	Locally advanced breast cancer
ADRB2	Triple Negative Breast Neoplasms
ADRB2	Childhood Astrocytoma
ADRB2	Childhood Neuroblastoma
ADRB2	Infantile hemangioma
ADRB2	Carcinoma, Ovarian Epithelial
ADRB2	Malignant neoplasm of colon and/or rectum
ADRB2	Triple-Negative Breast Carcinoma
ADRB3	Malignant neoplasm of breast
ADRB3	Colorectal Carcinoma
ADRB3	Ganglioneuroma
ADRB3	Lipomatosis, Multiple Symmetrical
ADRB3	melanoma
ADRB3	Neuroblastoma
ADRB3	Retinoblastoma
ADRB3	Malignant neoplasm of gallbladder
ADRB3	Ganglioneuroblastoma
ADRB3	Gallbladder Carcinoma
ADRB3	Pancreatic carcinoma
ADRB3	Malignant neoplasm of pancreas
ADRB3	Ewings sarcoma
ADRB3	Breast Carcinoma
ADRB3	Central neuroblastoma
ADRB3	Childhood Ganglioneuroblastoma
ADRB3	Childhood Neuroblastoma
ADRB3	Stage 0 Gallbladder Cancer AJCC v8
ADRB3	Stage IIA Gallbladder Cancer AJCC v8
ADRB3	Stage IIB Gallbladder Cancer AJCC v8
ADRB3	Stage III Gallbladder Cancer AJCC v8
ADRB3	Stage IV Gallbladder Cancer AJCC v8
ADRB3	Malignant neoplasm of colon and/or rectum
GRK2	Malignant neoplasm of breast
GRK2	Malignant neoplasm of thyroid
GRK2	Squamous cell carcinoma
GRK2	Malignant neoplasm of stomach
GRK2	Medulloblastoma
GRK2	Neuroblastoma
GRK2	Thyroid Neoplasm
GRK2	Thyroid Nodule
GRK2	Malignant neoplasm of gallbladder
GRK2	Adult Liver Carcinoma
GRK2	Gallbladder Carcinoma
GRK2	Pancreatic carcinoma
GRK2	Childhood Medulloblastoma
GRK2	Adult Medulloblastoma
GRK2	Liver and Intrahepatic Biliary Tract Carcinoma
GRK2	Malignant Bone Neoplasm
GRK2	Malignant neoplasm of liver
GRK2	Malignant neoplasm of pancreas
GRK2	Malignant neoplasm of prostate
GRK2	Benign neoplasm of liver
GRK2	Thyroid carcinoma
GRK2	Osteosarcoma of bone
GRK2	Prostate carcinoma
GRK2	Breast Carcinoma
GRK2	Stomach Carcinoma
GRK2	Central neuroblastoma
GRK2	Invasive Ductal Breast Carcinoma
GRK2	Squamous cell carcinoma of the head and neck
GRK2	Adenocarcinoma of large intestine
GRK2	Differentiated Thyroid Gland Carcinoma
GRK2	Angiogenic Switch
GRK2	Liver carcinoma
GRK2	Sessile Serrated Adenoma/Polyp
GRK2	Childhood Neuroblastoma
GRK2	Stage 0 Gallbladder Cancer AJCC v8
GRK2	Stage IIA Gallbladder Cancer AJCC v8
GRK2	Stage IIB Gallbladder Cancer AJCC v8
GRK2	Stage III Gallbladder Cancer AJCC v8
GRK2	Stage IV Gallbladder Cancer AJCC v8
GRK3	Malignant neoplasm of breast
GRK3	Malignant tumor of colon
GRK3	Glioblastoma
GRK3	Retinoblastoma
GRK3	Malignant neoplasm of prostate
GRK3	Prostate carcinoma
GRK3	Breast Carcinoma
GRK3	Colon Carcinoma
GRK3	Pancreatic Ductal Adenocarcinoma
GRK3	Glioblastoma Multiforme
GRK3	Liver carcinoma
GRK3	Triple Negative Breast Neoplasms
GRK3	Triple-Negative Breast Carcinoma
ADSL	Malignant neoplasm of breast
ADSL	Malignant neoplasm of endometrium
ADSL	Glioma
ADSL	Carcinoma, Endometrioid
ADSL	Malignant neoplasm of prostate
ADSL	Endometrial Carcinoma
ADSL	Prostate carcinoma
ADSL	Triple Negative Breast Neoplasms
ADSL	Triple-Negative Breast Carcinoma
ADSS2	insulinoma
AP2A1	Malignant neoplasm of breast
AP2A1	Squamous cell carcinoma
AP2A1	Colorectal Carcinoma
AP2A1	Glioma
AP2A1	Leukemia, Myelocytic, Acute
AP2A1	Malignant neoplasm of stomach
AP2A1	melanoma
AP2A1	Rhabdomyosarcoma
AP2A1	Cholangiocarcinoma
AP2A1	Childhood Rhabdomyosarcoma
AP2A1	Pancreatic carcinoma
AP2A1	Papillary thyroid carcinoma
AP2A1	Malignant neoplasm of lung
AP2A1	Adult Rhabdomyosarcoma
AP2A1	Malignant neoplasm of pancreas
AP2A1	Leukemogenesis
AP2A1	Breast Carcinoma
AP2A1	Carcinoma of lung
AP2A1	Stomach Carcinoma
AP2A1	Primary malignant neoplasm of lung
AP2A1	Pancreatic Ductal Adenocarcinoma
AP2A1	Liver carcinoma
AP2A1	Recurrent Glioma
AP2A2	Malignant neoplasm of breast
AP2A2	Breast Carcinoma
AP1B1	Meningioma
AP1B1	Adult Meningioma
AP1B1	Meningioma, benign, no ICD-O subtype
AP2B1	Malignant neoplasm of breast
AP2B1	Noninfiltrating Intraductal Carcinoma
AP2B1	Meningioma
AP2B1	Rhabdomyosarcoma
AP2B1	Alveolar rhabdomyosarcoma
AP2B1	Adult Meningioma
AP2B1	Lobular carcinoma in situ of breast
AP2B1	Breast Carcinoma
AP2B1	Meningioma, benign, no ICD-O subtype
AP2B1	Liver carcinoma
AP1G1	Squamous cell carcinoma of the head and neck
AP1G1	Liver carcinoma
AEBP1	Malignant neoplasm of breast
AEBP1	Colorectal Carcinoma
AEBP1	Glioblastoma
AEBP1	Glioma
AEBP1	Childhood Acute Lymphoblastic Leukemia
AEBP1	Malignant neoplasm of stomach
AEBP1	melanoma
AEBP1	Adult Glioblastoma
AEBP1	Childhood Glioblastoma
AEBP1	Adenocarcinoma of colon
AEBP1	Breast Carcinoma
AEBP1	Stomach Carcinoma
AEBP1	Glioblastoma Multiforme
AEBP1	Carcinoma, Basal Cell
AEBP1	Malignant neoplasm of colon and/or rectum
TLE5	Malignant tumor of colon
TLE5	Colorectal Carcinoma
TLE5	Acute monocytic leukemia
TLE5	Leukemia, Myelocytic, Acute
TLE5	Adenocarcinoma of lung (disorder)
TLE5	Malignant neoplasm of prostate
TLE5	Prostate carcinoma
TLE5	Colon Carcinoma
TLE5	Metastatic castration-resistant prostate cancer
CRISP1	Esophageal carcinoma
CRISP1	Pancreatic carcinoma
CRISP1	Squamous cell carcinoma of esophagus
CRISP1	Malignant neoplasm of pancreas
CRISP1	Malignant neoplasm of esophagus
AFG3L1P	melanoma
AFG3L1P	Nasopharyngeal carcinoma
AFM	Malignant neoplasm of breast
AFM	Malignant neoplasm of thyroid
AFM	Acute lymphocytic leukemia
AFM	Childhood Acute Lymphoblastic Leukemia
AFM	Medulloblastoma
AFM	melanoma
AFM	Thyroid Neoplasm
AFM	Acute leukemia
AFM	Papillary thyroid carcinoma
AFM	Childhood Medulloblastoma
AFM	Adult Medulloblastoma
AFM	Malignant neoplasm of prostate
AFM	Thyroid carcinoma
AFM	Prostate carcinoma
AFM	Breast Carcinoma
AFM	Adult Acute Lymphocytic Leukemia
AFM	ovarian neoplasm
AFM	Malignant neoplasm of ovary
AFM	Liver carcinoma
AFM	MIXED LINEAGE LEUKEMIA
AFM	Carcinoma, Ovarian Epithelial
AFP	Anaplasia
AFP	Malignant neoplasm of breast
AFP	Malignant tumor of colon
AFP	Choriocarcinoma
AFP	Colorectal Carcinoma
AFP	Dermoid Cyst
AFP	Dysgerminoma
AFP	Embolism, Tumor
AFP	Yolk Sac Tumor
AFP	Hepatoma, Morris
AFP	Hepatoma, Novikoff
AFP	Primary Malignant Liver Neoplasm
AFP	Malignant neoplasm of stomach
AFP	Nephroblastoma
AFP	Ovarian Carcinoma
AFP	Adenomatous Polyposis Coli
AFP	Seminoma
AFP	Teratoma
AFP	Experimental Hepatoma
AFP	Small cell carcinoma of lung
AFP	Malignant neoplasm of testis
AFP	Secondary malignant neoplasm of lung
AFP	Secondary malignant neoplasm of bone
AFP	Liposarcoma, Dedifferentiated
AFP	Germ cell tumor
AFP	Hepatoblastoma
AFP	Embryonal Carcinoma
AFP	Germinoma
AFP	Teratocarcinoma
AFP	Hepatocellular Adenoma
AFP	Cholangiocarcinoma
AFP	Ganglioglioma
AFP	Sertoli-Leydig Cell Tumor
AFP	Strawberry nevus of skin
AFP	Gastrointestinal Carcinoid Tumor
AFP	Adult Liver Carcinoma
AFP	Metastatic malignant neoplasm to brain
AFP	Pancreatic carcinoma
AFP	Gastric Adenocarcinoma
AFP	Liver and Intrahepatic Biliary Tract Carcinoma
AFP	Childhood Germ Cell Tumor
AFP	Childhood Hepatocellular Carcinoma
AFP	Adult Hepatocellular Carcinoma
AFP	Acinar cell carcinoma of pancreas
AFP	Cervical Squamous Cell Carcinoma
AFP	Adenocarcinoma of pancreas
AFP	Papillary serous cystadenocarcinoma
AFP	Acinar cell tumor
AFP	Teratoma, Malignant
AFP	Hydatidiform Mole, Partial
AFP	Malignant neoplasm of liver
AFP	Intrahepatic Cholangiocarcinoma
AFP	Endodermal sinus tumor of ovary
AFP	Malignant neoplasm of pancreas
AFP	Secondary malignant neoplasm of omentum
AFP	Early gastric cancer
AFP	Malignant neoplasm of prostate
AFP	Endometrial Carcinoma
AFP	Secondary malignant neoplasm of liver
AFP	Benign neoplasm of liver
AFP	Sacrococcygeal teratoma
AFP	Prostate carcinoma
AFP	Breast Carcinoma
AFP	Carcinoma of lung
AFP	Malignant neoplasm of gastrointestinal tract
AFP	Secondary malignant neoplasm of lymph node
AFP	Colon Carcinoma
AFP	Stomach Carcinoma
AFP	Malignant neoplasm of kidney
AFP	Metastatic hepatocellular carcinoma
AFP	Childhood Testicular Germ Cell Tumor
AFP	Hepatoblastoma non-resectable
AFP	Malignant Testicular Germ Cell Tumor
AFP	Recurrent Hepatocellular Carcinoma
AFP	Unresectable Hepatocellular Carcinoma
AFP	Cutaneous Mastocytosis
AFP	Malignant neoplasm of ovary
AFP	Endometrial adenocarcinoma
AFP	Mammary Neoplasms, Human
AFP	Hepatoid adenocarcinoma
AFP	Nongerminomatous Germ Cell Tumor
AFP	Adult Lymphoma
AFP	Adult Yolk Sac Tumor
AFP	Childhood Ganglioglioma
AFP	Childhood Lymphoma
AFP	Childhood Kidney Wilms Tumor
AFP	Lymphoproliferative Disorder of the Skin
AFP	Hepatic Angiomyolipoma
AFP	Hepatitis B Virus-Related Hepatocellular Carcinoma
AFP	Mediastinal Germ Cell Tumor
AFP	testicular nonseminoma
AFP	Postsurgical Stage I Hepatoblastoma
AFP	Testicular Germ Cell Tumor
AFP	Epithelioma
AFP	Adult Teratoma
AFP	Mature Teratoma
AFP	Renal carcinoma
AFP	Hepatocarcinogenesis
AFP	Clear cell adenocarcinoma of ovary
AFP	NUT midline carcinoma
AFP	Hereditary Diffuse Gastric Cancer
AFP	Sarcomatoid Hepatocellular Carcinoma
AFP	Satellite Nodule
AFP	Liver carcinoma
AFP	Tumour thrombosis
AFP	Childhood Teratoma
AFP	Gastric Hepatoid Adenocarcinoma
AFP	Early Hepatocellular Carcinoma
AFP	Lymphoepithelioma-Like Hepatocellular Carcinoma
AFP	Ovarian clear cell carcinoma
AFP	BCLC Stage A Hepatocellular Carcinoma
AFP	Adult Germ Cell Tumor
AFP	Malignant germ cell neoplasm
AFP	Primary cholangiocarcinoma of intrahepatic biliary tract
AFP	Metastatic Malignant Germ Cell Tumor
AFP	Stage IS Testicular Cancer AJCC v6 and v7
AFP	Stage IS Testicular Cancer AJCC v8
AFP	Mammary Carcinoma, Human
AFP	Carcinoma, Ovarian Epithelial
AFP	Malignant neoplasm of colon and/or rectum
AGA	Malignant neoplasm of stomach
AGA	Cervical Squamous Cell Carcinoma
AGA	Stomach Carcinoma
AGA	Liver carcinoma
ACAN	Anaplasia
ACAN	Malignant tumor of colon
ACAN	Chondroblastoma
ACAN	Chondrosarcoma
ACAN	Chordoma
ACAN	Lipoma
ACAN	Angiofibroma
ACAN	Lhermitte-Duclos disease
ACAN	Carcinoma of larynx
ACAN	Liver carcinoma
ACAN	Lipomatosis, Multiple
ACAN	Juvenile angiofibroma
ACAN	Castration-Sensitive Prostate Carcinoma
AGER	Malignant neoplasm of breast
AGER	Malignant tumor of colon
AGER	Malignant neoplasm of endometrium
AGER	Non-Small Cell Lung Carcinoma
AGER	Renal Cell Carcinoma
AGER	Squamous cell carcinoma
AGER	Malignant tumor of cervix
AGER	Chondrosarcoma
AGER	Colorectal Carcinoma
AGER	Fibrosarcoma
AGER	Glioma
AGER	Hodgkin Disease
AGER	Childhood Acute Lymphoblastic Leukemia
AGER	Acute monocytic leukemia
AGER	Leukemia, Myelocytic, Acute
AGER	Myeloid Leukemia, Chronic
AGER	Malignant neoplasm of stomach
AGER	melanoma
AGER	Multiple Myeloma
AGER	Neuroblastoma
AGER	Osteosarcoma
AGER	Pancreatic Neoplasm
AGER	Polycythemia Vera
AGER	Adenomatous Polyposis Coli
AGER	Rhabdomyosarcoma
AGER	Tuberous Sclerosis
AGER	Squamous cell carcinoma of lung
AGER	Small cell carcinoma of lung
AGER	Oral Cavity Carcinoma
AGER	Adenocarcinoma of lung (disorder)
AGER	Esophageal carcinoma
AGER	Malignant neoplasm of nasopharynx
AGER	Secondary malignant neoplasm of lung
AGER	Secondary malignant neoplasm of bone
AGER	Embryonal Rhabdomyosarcoma
AGER	Ganglioglioma
AGER	Childhood Rhabdomyosarcoma
AGER	Lip and Oral Cavity Carcinoma
AGER	Pancreatic carcinoma
AGER	Cancer of Nasopharynx
AGER	Anaplastic thyroid carcinoma
AGER	Malignant neoplasm of lung
AGER	Adult Fibrosarcoma
AGER	Malignant Head and Neck Neoplasm
AGER	Adult Rhabdomyosarcoma
AGER	Squamous cell carcinoma of esophagus
AGER	Transitional cell carcinoma of bladder
AGER	Conventional (Clear Cell) Renal Cell Carcinoma
AGER	stage, non-small cell lung cancer
AGER	Laryngeal Squamous Cell Carcinoma
AGER	Primary Systemic Amyloidosis
AGER	Prostatic Intraepithelial Neoplasias
AGER	Cervix carcinoma
AGER	Adenocarcinoma of colon
AGER	Malignant neoplasm of pancreas
AGER	Squamous cell carcinoma of tongue
AGER	Malignant neoplasm of prostate
AGER	Endometrial Carcinoma
AGER	Secondary malignant neoplasm of liver
AGER	Malignant neoplasm of esophagus
AGER	Squamous cell carcinoma of skin
AGER	Osteosarcoma of bone
AGER	Prostate carcinoma
AGER	Epithelial ovarian cancer
AGER	Breast Carcinoma
AGER	Carcinoma of lung
AGER	Secondary malignant neoplasm of lymph node
AGER	Cancer Relapse
AGER	Colon Carcinoma
AGER	Stomach Carcinoma
AGER	Central neuroblastoma
AGER	Malignant neoplasm of kidney
AGER	ovarian neoplasm
AGER	Malignant neoplasm of ovary
AGER	Squamous cell carcinoma of the head and neck
AGER	Poorly Differentiated Thyroid Carcinoma
AGER	Pleuropulmonary blastoma
AGER	Chronic myeloproliferative disorder
AGER	Adenoma of large intestine
AGER	Primary malignant neoplasm of lung
AGER	Hormone refractory prostate cancer
AGER	Childhood Osteosarcoma
AGER	Renal carcinoma
AGER	Hepatocarcinogenesis
AGER	Progression of prostate cancer
AGER	Liver carcinoma
AGER	Nasopharyngeal carcinoma
AGER	Triple Negative Breast Neoplasms
AGER	Head and Neck Carcinoma
AGER	cervical cancer
AGER	Childhood Neuroblastoma
AGER	Chronic rhinosinusitis with nasal polyps
AGER	Carcinoma, Ovarian Epithelial
AGER	Malignant neoplasm of colon and/or rectum
AGER	Triple-Negative Breast Carcinoma
AGL	Malignant neoplasm of urinary bladder
AGL	Bladder Neoplasm
AGL	Malignant tumor of colon
AGL	Non-Small Cell Lung Carcinoma
AGL	Acute Promyelocytic Leukemia
AGL	Colon Carcinoma
AGL	Carcinoma of bladder
AGRP	Colorectal Carcinoma
AGRP	Glioblastoma
AGRP	Hodgkin Disease
AGRP	Fibroid Tumor
AGRP	Leukemia, Myelocytic, Acute
AGRP	Adult T-Cell Lymphoma/Leukemia
AGRP	Lymphoma, Non-Hodgkin
AGRP	melanoma
AGRP	Neuroblastoma
AGRP	Paraganglioma
AGRP	Pheochromocytoma
AGRP	Kaposi Sarcoma
AGRP	Malignant neoplasm of testis
AGRP	Melanoma, Amelanotic
AGRP	Endometrioma
AGRP	Malignant Childhood Neoplasm
AGRP	Adult Glioblastoma
AGRP	Malignant Head and Neck Neoplasm
AGRP	Childhood Glioblastoma
AGRP	Carcinoma of anal margin
AGRP	Squamous cell carcinoma of skin
AGRP	Malignant neoplasm of gastrointestinal tract
AGRP	Central neuroblastoma
AGRP	Malignant Testicular Germ Cell Tumor
AGRP	Spindle cell hemangioma
AGRP	Anal squamous cell carcinoma
AGRP	Chocolate cyst of ovary
AGRP	Glioblastoma Multiforme
AGRP	Liver carcinoma
AGRP	Head and Neck Carcinoma
AGRP	Childhood Neuroblastoma
AGRP	Advanced Head and Neck Carcinoma
AGRP	Adrenal Gland Pheochromocytoma
AGRP	Malignant neoplasm of colon and/or rectum
JAG1	Ameloblastoma
JAG1	Malignant neoplasm of urinary bladder
JAG1	Bladder Neoplasm
JAG1	Malignant neoplasm of breast
JAG1	Burkitt Lymphoma
JAG1	Malignant tumor of colon
JAG1	Malignant neoplasm of larynx
